Netid State      Recv-Q Send-Q                                                                            Local Address:Port         Peer Address:Port  Process
u_str ESTAB      0      0                                                                                             * 218946                  * 218040       
u_str ESTAB      0      0                                                                                             * 41350                   * 41351        
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 37390                   * 37389        
u_str ESTAB      0      0                                                                                             * 368463                  * 368462       
u_str ESTAB      0      0                                                                                             * 39465                   * 39466        
u_str ESTAB      0      0                                                                                             * 39416                   * 39417        
u_str ESTAB      0      0                                                                                             * 40601                   * 40602        
u_str ESTAB      0      0                                                                                             * 38527                   * 38526        
u_str ESTAB      0      0                                                                                             * 375075                  * 375076       
u_str ESTAB      0      0                                                                                             * 656620                  * 656621       
u_str ESTAB      0      0                                                                                             * 357839                  * 357838       
u_str ESTAB      0      0                                                                                             * 357742                  * 357741       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36570                   * 36569        
u_str ESTAB      0      0                                                                                             * 658707                  * 658708       
u_str ESTAB      8      0                                                                                             * 369221                  * 369222       
u_str ESTAB      0      0                                                                                             * 364498                  * 364497       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 365607                  * 363448       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 363439                  * 364740       
u_str ESTAB      0      0                                                                                             * 361192                  * 363181       
u_str ESTAB      0      0                                                                                             * 357725                  * 357726       
u_str ESTAB      0      0                                                                                             * 100856                  * 100857       
u_str ESTAB      0      0                                                                                             * 42004                   * 42005        
u_dgr ESTAB      0      0                                                                                             * 25419                   * 25418        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 18811                   * 19788        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 19467                   * 17067        
u_dgr ESTAB      0      0                                                                                             * 15933                   * 15934        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 575548                  * 577576       
u_str ESTAB      0      0                                                                                             * 360320                  * 360321       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 363181                  * 361192       
u_str ESTAB      0      0                                                                                             * 352913                  * 352912       
u_str ESTAB      0      0                                                                   /run/user/1000/pulse/native 33397                   * 38068        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 37485                   * 37992        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 31979                   * 30419        
u_str ESTAB      0      0                                                                                             * 361301                  * 361302       
u_str ESTAB      0      0                                                                                             * 357841                  * 357840       
u_str ESTAB      0      0                                                                                             * 218017                  * 219531       
u_str ESTAB      0      0                                                                                             * 39182                   * 38537        
u_str ESTAB      0      0                                                                                             * 399521                  * 399522       
u_str ESTAB      0      0                                                                                             * 377797                  * 377798       
u_str ESTAB      0      0                                                                                             * 366941                  * 366940       
u_str ESTAB      0      0                                                                                             * 41349                   * 41348        
u_str ESTAB      0      0                                                                                             * 38081                   * 33404        
u_dgr ESTAB      0      0                                                                  /run/systemd/journal/dev-log 466                     * 0            
u_str ESTAB      0      0                                                                                             * 369822                  * 368452       
u_str ESTAB      0      0                                                                                             * 36861                   * 36862        
u_str ESTAB      0      0                                                                                             * 16999                   * 16283        
u_dgr ESTAB      0      0                                                                   /run/systemd/journal/socket 468                     * 0            
u_str ESTAB      0      0                                                                                             * 657748                  * 657749       
u_str ESTAB      0      0                                                                                             * 368467                  * 368468       
u_str ESTAB      0      0                                                                                             * 38992                   * 38991        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 33444                   * 36842        
u_str ESTAB      0      0                                                                                             * 37589                   * 33403        
u_str ESTAB      0      0                                                                                             * 37517                   * 33289        
u_str ESTAB      0      0                                                                                             * 37477                   * 33240        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 17028                   * 16939        
u_str ESTAB      0      0                                                                                             * 366617                  * 366618       
u_str ESTAB      0      0                                                                   /run/user/1000/pulse/native 360415                  * 363758       
u_str ESTAB      0      0                                                                                             * 360207                  * 360208       
u_str ESTAB      0      0                                                                                             * 351906                  * 351907       
u_str ESTAB      0      0                                                                                             * 37743                   * 37744        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36717                   * 33362        
u_str ESTAB      0      0                                                                                             * 703531                  * 703530       
u_str ESTAB      0      0                                                                                             * 701073                  * 701072       
u_str ESTAB      0      0                                                                                             * 33322                   * 36686        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 37405                   * 36580        
u_str ESTAB      0      0                                                                                             * 30440                   * 30441        
u_dgr ESTAB      0      0                                                                                             * 16323                   * 468          
u_str ESTAB      0      0                                                                                             * 364497                  * 364498       
u_str ESTAB      0      0                                                                                             * 364980                  * 364981       
u_str ESTAB      0      0                                                                                             * 363188                  * 363187       
u_str ESTAB      0      0                                                                                             * 360300                  * 362230       
u_str ESTAB      0      0                                                                                             * 357249                  * 356290       
u_str ESTAB      0      0                                                                                             * 29641                   * 30781        
u_str ESTAB      0      0                                                                                             * 656583                  * 656584       
u_str ESTAB      0      0                                                                                             * 33239                   * 33241        
u_str ESTAB      0      0                                                                                             * 33172                   * 33173        
u_str ESTAB      0      0                                                                                             * 31996                   * 31150        
u_str ESTAB      0      0                                                                                             * 31772                   * 25502        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 18601                   * 1005         
u_str ESTAB      0      0                                                                                             * 18599                   * 18600        
u_str ESTAB      0      0                                                                                             * 371664                  * 371663       
u_str ESTAB      0      0                                                                                             * 222222                  * 221223       
u_str ESTAB      0      0                                                                           @/tmp/dbus-is6NbGh5 211256                  * 0            
u_str ESTAB      0      0                                                                                             * 39364                   * 39365        
u_str ESTAB      3887   0                                                                                             * 40594                   * 39341        
u_str ESTAB      0      0                                                                                             * 39189                   * 38543        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33178                   * 37951        
u_str ESTAB      0      0                                                                                             * 356305                  * 356306       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 33772                   * 40127        
u_str ESTAB      0      0                                                                                             * 38821                   * 38820        
u_str ESTAB      0      0                                                                          @/tmp/.ICE-unix/2994 41301                   * 41300        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 38549                   * 33731        
u_str ESTAB      0      0                                                                                             * 367968                  * 367967       
u_str ESTAB      0      0                                                                                             * 352802                  * 357129       
u_str ESTAB      0      0                                                                                             * 33648                   * 33649        
u_str ESTAB      0      0                                                                                             * 38087                   * 38088        
u_str ESTAB      0      0                                                          /run/user/1000/gvfsd/socket-vFGxjoB4 33137                   * 36585        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 29668                   * 30811        
u_str ESTAB      0      0                                                                                             * 364737                  * 363872       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 361183                  * 361182       
u_str ESTAB      0      0                                                                                             * 352892                  * 352891       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 143563                  * 141207       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36709                   * 38030        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 33320                   * 38007        
u_str ESTAB      0      0                                                                                             * 29666                   * 30237        
u_str ESTAB      0      0                                                                                             * 658708                  * 658707       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 412320                  * 413219       
u_str ESTAB      0      0                                                                                             * 365605                  * 365604       
u_str ESTAB      0      0                                                                                             * 362238                  * 362237       
u_str ESTAB      0      0                                                                                             * 363172                  * 363173       
u_str ESTAB      0      0                                                                                             * 188098                  * 191635       
u_str ESTAB      0      0                                                                                             * 191631                  * 190890       
u_str ESTAB      0      0                                                                                             * 357737                  * 357736       
u_str ESTAB      0      0                                                                                             * 352938                  * 352939       
u_str ESTAB      0      0                                                                                             * 356289                  * 356288       
u_str ESTAB      0      0                                                                                             * 351973                  * 351974       
u_dgr ESTAB      0      0                                                                                             * 21168                   * 21169        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 658527                  * 658526       
u_str ESTAB      0      0                                                                                             * 655233                  * 655232       
u_str ESTAB      0      0                                                                                             * 449243                  * 449242       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 221222                  * 220473       
u_str ESTAB      0      0                                                                                             * 31004                   * 30313        
u_str ESTAB      0      0                                                                                             * 702998                  * 702999       
u_str ESTAB      0      0                                                                                             * 39131                   * 39132        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 36744                   * 36743        
u_str ESTAB      0      0                                                                   /run/user/1000/pulse/native 33114                   * 32752        
u_str ESTAB      0      0                                                                                             * 707059                  * 707060       
u_str ESTAB      0      0                                                                                             * 363873                  * 364738       
u_str ESTAB      0      0                                                                                             * 143562                  * 142246       
u_str ESTAB      0      0                                                                                             * 36851                   * 36852        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 33410                   * 37603        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33240                   * 37477        
u_str ESTAB      0      0                                                                                             * 17020                   * 17033        
u_str ESTAB      0      0                                                                                             * 701325                  * 701324       
u_str ESTAB      0      0                                                                                             * 395879                  * 395880       
u_str ESTAB      0      0                                                                                             * 366945                  * 366944       
u_str ESTAB      0      0                                                          /run/user/1000/gvfsd/socket-IKuyrUnD 222225                  * 221230       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33341                   * 36695        
u_str ESTAB      0      0                                                                                             * 36585                   * 33137        
u_dgr ESTAB      0      0                                                                                             * 14964                   * 14963        
u_str ESTAB      0      0                                                                                             * 373249                  * 373248       
u_str ESTAB      0      0                                                                                             * 38841                   * 38840        
u_str ESTAB      0      0                                                                                             * 36633                   * 36634        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 30838                   * 30837        
u_str ESTAB      0      0                                                                                             * 703530                  * 703531       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 361186                  * 363179       
u_str ESTAB      0      0                                                                                             * 33261                   * 37499        
u_str ESTAB      0      0                                                                                             * 31989                   * 30470        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 17034                   * 16312        
u_str ESTAB      0      0                                                                                             * 363453                  * 363454       
u_str ESTAB      0      0                                                                                             * 365597                  * 365596       
u_str ESTAB      0      0                                                                                             * 188100                  * 190915       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 142241                  * 141203       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 36646                   * 33214        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 31131                   * 30450        
u_dgr ESTAB      0      0                                                                                             * 25418                   * 25419        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 23586                   * 22070        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 742085                  * 741233       
u_str ESTAB      0      0                                                                                             * 701072                  * 701073       
u_str ESTAB      0      0                                                                                             * 38363                   * 33697        
u_str ESTAB      0      0                                                                                             * 33478                   * 38940        
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 37657                   * 37656        
u_dgr ESTAB      0      0                                                                                             * 967                     * 468          
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 575590                  * 574819       
u_str ESTAB      0      0                                                                                             * 351964                  * 351965       
u_str ESTAB      0      0                                                                                             * 30993                   * 31791        
u_dgr ESTAB      0      0                                                                                             * 18642                   * 466          
u_str ESTAB      0      0                                                                                             * 395787                  * 395786       
u_str ESTAB      0      0                                                                                             * 358404                  * 358403       
u_str ESTAB      0      17664                                                               /run/user/1000/at-spi/bus_1 39341                   * 40594        
u_str ESTAB      0      0                                                                         /run/pcscd/pcscd.comm 40088                   * 39188        
u_str ESTAB      0      0                                                                                             * 32752                   * 33114        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 36574                   * 37399        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 25493                   * 31752        
u_str ESTAB      0      0                                                                                             * 371666                  * 371665       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 357140                  * 352804       
u_str ESTAB      0      0                                                                                             * 40691                   * 40690        
u_str ESTAB      0      0                                                                                             * 39184                   * 38538        
u_str ESTAB      0      0                                                                                             * 412314                  * 413212       
u_str ESTAB      0      0                                                                                             * 33717                   * 38525        
u_str ESTAB      0      0                                                                                             * 33691                   * 33692        
u_str ESTAB      0      0                                                                                             * 38164                   * 38165        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 25492                   * 31751        
u_str ESTAB      0      0                                                                                             * 30254                   * 30840        
u_seq ESTAB      0      0                                                                                             * 356246                  * 356245       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 99862                   * 99097        
u_str ESTAB      0      0                                                                                             * 25542                   * 31000        
u_str ESTAB      0      0                                                                                             * 655739                  * 655740       
u_str ESTAB      0      0                                                                                             * 369761                  * 369760       
u_str ESTAB      0      0                                                                                             * 365596                  * 365597       
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 362325                  * 360311       
u_str ESTAB      0      0                                                                                             * 362229                  * 363171       
u_str ESTAB      0      0                                                                                             * 357243                  * 357242       
u_str ESTAB      0      0                                                                                             * 191784                  * 191785       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 655874                  * 655873       
u_str ESTAB      0      0                                                          @/home/raf/.cache/ibus/dbus-3lJA97yD 417594                  * 413222       
u_str ESTAB      0      0                                                                                             * 400442                  * 400441       
u_str ESTAB      0      0                                                                                             * 366625                  * 365909       
u_str ESTAB      0      0                                                                                             * 365040                  * 365039       
u_str ESTAB      0      0                                                                                             * 365905                  * 365906       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 188092                  * 191634       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 38182                   * 33514        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 36688                   * 38012        
u_str ESTAB      0      0                                                                                             * 22070                   * 23586        
u_str ESTAB      0      0                                                                                             * 360206                  * 360205       
u_str ESTAB      0      0                                                                            /run/user/1000/bus 218945                  * 219563       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 17030                   * 16305        
u_str ESTAB      0      0                                                                                             * 658526                  * 658527       
u_str ESTAB      0      0                                                                                             * 363290                  * 363291       
u_str ESTAB      0      0                                                                                             * 357734                  * 357735       
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 25539                   * 30991        
u_str ESTAB      0      0                                                                                             * 25366                   * 29557        
u_str ESTAB      0      0                                                                                             * 16266                   * 16271        
u_str ESTAB      0      0                                                                                             * 363960                  * 363959       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 39167                   * 39166        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 37678                   * 38916        
u_str ESTAB      0      0                                                                                             * 36853                   * 38113        
u_str ESTAB      0      0                                                                                             * 17025                   * 17026        
u_str ESTAB      0      0                                                                                             * 657751                  * 657750       
u_str ESTAB      0      0                                                                                             * 37539                   * 36689        
u_str ESTAB      0      0                                                                                             * 37503                   * 37504        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 33187                   * 37962        
u_str ESTAB      0      0                                                                                             * 37415                   * 33122        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 18598                   * 16980        
u_str ESTAB      0      0                                                                                             * 373251                  * 373250       
u_str ESTAB      0      0                                                                                             * 357234                  * 357233       
u_str ESTAB      0      0                                                                                             * 38883                   * 38884        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 41080                   * 41079        
u_str ESTAB      0      0                                                                                             * 36601                   * 36602        
u_str ESTAB      0      0                                                                     /run/user/1000/pipewire-0 25490                   * 30839        
u_str ESTAB      0      0                                                                                             * 99097                   * 99862        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 37548                   * 36715        
u_str ESTAB      0      0                                                                                             * 25548                   * 31799        
u_str ESTAB      0      0                                                                                             * 357242                  * 357243       
u_str ESTAB      0      0                                                                                             * 42055                   * 40846        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 36560                   * 32731        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 31150                   * 31996        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 21959                   * 21956        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 17085                   * 18660        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 364743                  * 365594       
u_str ESTAB      0      0                                                                                             * 33198                   * 37467        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 19759                   * 17257        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 18755                   * 20876        
u_str ESTAB      0      0                                                                                             * 18647                   * 17046        
u_str ESTAB      0      0                                                                                             * 30991                   * 25539        
u_str ESTAB      0      0                                                                                             * 362107                  * 362106       
u_seq ESTAB      0      0                                                                                             * 38280                   * 38281        
u_str ESTAB      0      0                                                                   /run/user/1000/at-spi/bus_1 33498                   * 37771        
u_str ESTAB      0      0                                                                                             * 33370                   * 36708        
u_dgr ESTAB      0      768                                                                                           * 21169                   * 21168        
u_str ESTAB      0      0                                                                                             * 16292                   * 16293        
u_dgr ESTAB      0      0                                                                                             * 32886                   * 466          
u_dgr ESTAB      0      0                                                                                             * 17080                   * 466          
u_str ESTAB      0      0                                                                                             * 364981                  * 364980       
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 25554                   * 30328        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 25497                   * 31765        
u_str ESTAB      0      0                                                                                             * 24836                   * 24837        
u_str ESTAB      0      0                                                                                             * 1005                    * 18601        
u_str ESTAB      0      0                                                                                             * 18559                   * 16253        
u_str ESTAB      0      0                                                                                             * 361189                  * 361190       
u_str ESTAB      0      0                                                                                             * 362237                  * 362238       
u_str ESTAB      0      0                                                                                             * 141203                  * 142241       
u_str ESTAB      0      0                                                                                             * 38058                   * 38061        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 30791                   * 25467        
u_str ESTAB      0      0                                                                                             * 374894                  * 374893       
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 33676                   * 33675        
u_str ESTAB      0      0                                                                   /run/systemd/journal/stdout 37641                   * 38101        
u_str ESTAB      0      0                                                                                             * 36691                   * 36692        
u_str ESTAB      0      0                                                                                             * 38186                   * 38187        
u_str ESTAB      0      0                                                                                             * 32900                   * 32025        
u_str ESTAB      0      0                                                                            /run/user/1000/bus 31769                   * 25500        
u_str ESTAB      0      0                                                                                             * 400439                  * 400440       
u_str ESTAB      0      0                                                                                             * 40692                   * 40693        
u_str ESTAB      0      0                                                                                             * 39418                   * 39419        
u_str ESTAB      0      0                                                                                             * 17026                   * 17025        
u_str ESTAB      0      0                                                                                             * 358401                  * 358402       
u_str ESTAB      0      0                                                                                             * 39135                   * 39134        
u_str ESTAB      0      0                                                                            @/tmp/.X11-unix/X1 33412                   * 37606        
u_str ESTAB      0      0                                                                   /run/dbus/system_bus_socket 30507                   * 32912        
u_str ESTAB      0      0                                                                                             * 363758                  * 360415       
u_str ESTAB      0      0                                                                                             * 353010                  * 353009       
u_str ESTAB      0      0                                                                                             * 353007                  * 353008       
